DeltaSVMScore,PWMFlankingScore,Label
-0.565605,-158612.6494,0
-1.122266,-165870.9024,0
-0.493747,-159142.1273,0
-0.406808,-158634.3178,0
-0.25044,-167123.2637,0
1.169513,-171443.9531,0
-3.306238,-169736.032,0
-1.632328,-178568.4458,0
0.963653,-174288.8518,0
-1.901587,-176684.409,0
0.141345,-164781.0204,0
1.452638,-169978.6958,0
-1.01831,-174345.835,1
1.432294,-176656.7054,0
0.216797,-158704.6483,0
-0.505328,-172898.6437,0
-3.521583,-174745.9966,0
-0.753512,-165536.4789,0
0,-171745.5314,0
0,-164307.0773,0
0.171188,-165343.6941,0
0.562509,-171005.2985,0
0.995138,-171890.5897,0
0.927889,-158767.4212,0
0.363012,-176780.5941,0
1.453888,-176610.0063,0
0.516956,-174954.1759,0
0,-181368.2431,1
-0.152606,-166954.1992,0
0.355142,-174973.9104,0
2.14563,-168394.4774,0
0,-170865.8582,1
0,-166881.8416,0
0,-165543.959,0
-1.050269,-165822.1004,0
0.330616,-166935.7665,0
0.206024,-162284.6568,0
-1.359486,-168742.2121,0
-4.047542,-168241.0647,1
-0.308904,-155797.0993,0
-1.157197,-170258.7683,0
0,-167875.7624,1
0.625317,-164888.7523,0
-0.23213,-165470.2607,0
-0.44789,-162623.5247,0
-1.043765,-173448.8737,0
-0.995841,-171532.3566,0
-1.54447,-170377.6356,0
0,-180494.8189,0
0,-167595.0056,0
0,-167652.3993,0
-1.04563,-159724.0675,0
0.584925,-164510.4861,0
0,-171794.3372,1
0.485102,-174591.23,0
-2.154183,-171440.6697,1
-0.366165,-192006.2174,0
-0.923749,-182353.2951,0
-4.24218,-188086.9846,0
1.558936,-175669.0865,0
-1.494691,-185016.6064,0
-7.80986,-180273.5647,1
-0.788227,-175087.9791,0
0,-175886.1555,0
-0.234922,-175301.0554,0
-0.485876,-163945.9731,0
-1.806216,-165363.6208,0
0.040312,-187799.6374,0
0.419596,-166102.9569,0
0,-180310.7479,0
3.39174,-179923.8739,1
-1.231716,-170905.8885,0
-0.860093,-173249.4811,0
1.190721,-163572.3115,0
0,-168043.9198,0
-1.750456,-170133.1058,0
-1.133025,-176088.9778,1
-2.692205,-184365.8743,1
0,-164182.5078,0
0,-163856.233,1
0,-158365.78,1
0.663637,-169429.7517,1
-1.529231,-167099.9338,0
0,-172990.2664,0
-0.253,-162116.9323,0
-2.540137,-183998.9692,1
-0.729368,-167073.4133,1
0.724149,-160669.3417,0
-14.898069,-159695.6774,0
0.119468,-160761.0805,1
0.687196,-163859.7562,0
-2.650785,-169741.1538,0
2.534544,-167148.4769,0
-2.229972,-161809.1556,0
0,-162243.8606,0
-0.597047,-162847.2749,0
0.511029,-157350.5547,1
-1.10496,-171973.1081,0
1.829476,-166352.4372,0
1.266011,-176714.0182,0
1.016749,-169503.5793,1
-0.46499,-163031.7364,0
-0.8045,-156524.644,1
0.81773,-159929.2685,0
-0.509596,-164857.0183,0
-0.83106,-170997.1706,0
-0.722599,-165740.2753,0
-2.22097,-170102.1787,1
0,-169952.9119,1
-2.487119,-162589.6995,1
0,-170206.602,0
0.835809,-162111.9336,0
-4.279738,-161637.2154,1
0.337796,-166246.5488,0
-0.304603,-156875.7066,0
1.774453,-156922.9874,0
1.279415,-159227.705,0
-5.758106,-161349.8232,1
0,-162316.1534,0
0.097061,-172092.183,0
-0.789614,-166225.8925,1
-0.407708,-163160.3273,0
-0.707001,-159017.7446,0
0.786864,-161006.4841,0
-0.964343,-171501.0322,0
0.195016,-175920.8098,0
0.513337,-170658.9197,0
-0.502324,-157874.331,0
1.629979,-161636.1056,0
0.385045,-161135.6409,0
0,-162512.6517,0
0,-163055.2741,0
-0.558296,-160040.4422,0
-6.883262,-164118.7858,1
-0.823925,-152074.075,0
-3.352566,-157680.1719,0
0.535589,-163971.638,0
-1.353776,-161024.8363,0
-0.506112,-161952.8869,0
0,-165733.7103,1
0.764262,-152608.7599,0
0.698842,-166092.3462,0
-0.861855,-163495.0829,0
0,-164955.0851,0
0.630627,-166100.7797,0
1.52758,-155069.6541,0
-2.612484,-161695.4979,0
-0.433122,-157967.9741,1
1.326676,-164270.4877,1
-0.731932,-161506.6007,0
-0.953489,-165391.1312,0
2.033635,-161358.8796,0
-0.470351,-163580.3913,1
-0.283701,-165954.4417,0
1.748889,-166119.1613,0
-0.422311,-162977.9101,0
-0.019325,-163397.8744,0
-0.493747,-159142.1273,0
-1.029197,-159063.1201,0
-0.406808,-158634.3178,0
-0.25044,-167123.2637,0
-0.383813,-169808.5161,0
-0.832983,-171175.2281,0
-0.600739,-171793.7061,0
0.963653,-174288.8518,0
-1.869086,-167002.75,0
0.141345,-164781.0204,0
1.452638,-169978.6958,0
0.749498,-167227.1621,0
0.824607,-165111.867,0
0.216797,-158704.6483,0
0,-156697.237,0
-0.119697,-163831.3798,0
0.929594,-187298.7526,1
0,-175181.1168,0
2.580844,-167589.769,0
-0.906631,-167618.7414,0
0,-171745.5314,0
0.171188,-165343.6941,0
0,-162417.7487,1
0.39876,-180405.3198,0
0,-165694.1034,0
-1.422169,-166003.5764,0
-0.106546,-159232.3326,0
0.520957,-161449.9519,0
0.363012,-176780.5941,0
-3.320132,-183273.2009,0
1.453888,-176610.0063,1
0.516956,-174954.1759,0
-0.152606,-166954.1992,0
0,-169693.9012,0
0,-175029.8334,0
0,-174930.519,1
2.14563,-168394.4774,0
0,-166881.8416,0
-1.826689,-162765.0834,1
0,-159313.3123,0
0,-166991.4947,0
0.206024,-162284.6568,0
-0.052003,-168411.3898,0
0.277952,-171843.1414,0
-0.308904,-155797.0993,0
-1.157197,-170258.7683,0
0,-167875.7624,1
0,-165988.0091,0
0,-163995.0398,0
-0.76659,-168106.1889,0
-5.060948,-168825.8696,1
-0.44789,-162623.5247,0
-0.45659,-164655.3306,0
-1.221337,-175413.7822,0
-0.995841,-171532.3566,0
-1.54447,-170377.6356,0
0,-180494.8189,0
0,-167595.0056,0
1.289021,-166421.5798,0
-0.609141,-162750.4466,0
0,-167652.3993,0
0.584925,-164510.4861,0
-0.557097,-180244.0557,0
-0.097185,-175818.4866,0
-0.366165,-192006.2174,0
-0.923749,-182353.2951,0
-4.24218,-188086.9846,0
1.09122,-179836.5924,0
0.377013,-180489.3434,0
0,-176836.5246,0
0.234876,-174304.3026,0
0,-167471.1738,0
-4.642331,-174817.7633,0
-3.302789,-183504.6034,1
-0.234922,-175301.0554,0
0.883774,-195729.0323,1
0,-156825.0441,0
-0.485876,-163945.9731,0
0.156441,-187650.9919,0
-0.400281,-185150.9552,0
0,-180310.7479,0
-6.511217,-172586.9752,1
-1.798263,-161883.1733,1
1.134242,-151455.8497,0
-2.247757,-158520.2265,0
3.069672,-162086.9671,1
1.574271,-159062.7248,0
-0.984256,-156762.8434,0
-0.890772,-163349.0855,0
-4.593038,-160995.1459,0
4.185076,-170375.8284,0
1.040647,-167898.6393,0
0.120702,-167351.6852,0
0,-172990.2664,0
0.319869,-162844.8051,0
-10.212584,-157176.9336,1
1.991085,-164793.3629,1
0,-164362.46,1
0.170581,-156727.3586,0
-17.132815,-154474.7541,0
0,-156520.4613,1
-1.25213,-163455.7369,1
-0.148015,-165535.9089,0
2.316569,-167187.4851,0
-1.814411,-164053.0076,0
-1.575752,-162085.6457,1
0,-155478.6857,0
-0.08624,-163265.8026,1
-0.222165,-158277.5248,1
-1.017932,-162234.1162,0
0,-159993.9857,0
1.890595,-161056.6155,0
-0.423083,-162321.9042,0
0.678854,-162538.2239,0
1.666863,-163683.886,1
-7.510614,-165522.9065,1
0,-158116.4441,0
0,-170310.3553,0
0.454559,-170220.9771,0
-0.915975,-156709.1517,0
0.967995,-157552.9706,0
0,-164495.6371,0
0.276413,-175734.0858,1
0.272628,-162078.4848,0
2.044297,-172351.591,0
0,-162512.6517,0
0.618526,-152603.2894,0
0.998025,-160156.7709,0
-1.386558,-163719.419,0
0.333382,-164064.8966,0
-0.31067,-168056.4346,0
2.464826,-157085.8328,0
0.764262,-152608.7599,0
0.698842,-166092.3462,0
-0.308557,-159447.7411,0
0,-164955.0851,1
5.175583,-156177.1073,0
0.630627,-166100.7797,0
-0.670524,-147077.4965,1
0,-162285.3276,0
0.952326,-163014.7532,0
0.603346,-163436.6175,1
0.237147,-155936.5294,0
-0.433122,-157967.9741,1
-11.812259,-159664.4206,1
0,-162182.6887,0
0,-156880.751,0
-0.69807,-168028.2232,0
0,-172078.0914,1
1.748889,-166119.1613,0
-0.372538,-162213.379,1
1.188726,-154942.9204,1
-0.493747,-159142.1273,0
-0.140087,-163158.989,0
-2.722529,-161594.9107,0
0,-164114.8522,1
1.142368,-176783.8037,0
1.076787,-170763.7917,1
0.615512,-175413.0973,0
-9.239915,-172861.313,1
-0.119697,-163831.3798,0
-0.81235,-170375.1545,1
0,-162034.3622,0
-0.270689,-168044.0509,0
-0.564465,-172646.2589,1
0,-184628.3888,1
-3.521583,-174745.9966,0
-1.294245,-170683.4469,0
0,-160207.5042,0
0.832644,-163888.6254,0
0,-164101.0872,0
0,-157590.0202,0
0.921146,-161590.5412,0
0,-158998.0514,0
-0.002317,-170975.2527,0
-0.807235,-174976.9532,0
0.113804,-172045.2359,1
2.14563,-168394.4774,0
-0.28168,-170828.5639,0
0,-166991.4947,0
0.501659,-160315.3119,0
-1.359486,-168742.2121,0
-0.432892,-167228.8904,0
0,-169695.6739,1
-0.786117,-167293.0261,0
0.011785,-167783.2259,0
-1.7372,-160718.1732,0
0.001693,-170398.2577,0
-0.714761,-170932.036,0
0.625317,-164888.7523,0
-0.104989,-163468.4001,0
1.443265,-157667.1926,0
-1.760024,-170670.8504,1
-1.266057,-163055.7667,0
-1.058339,-157124.2245,0
0.173104,-163968.2822,0
0.204287,-163220.3664,0
2.220942,-164513.1277,0
0.500506,-170040.4343,0
-0.45659,-164655.3306,0
-0.881724,-171536.24,0
1.248882,-165556.9743,0
1.205358,-171269.4764,0
-1.221337,-175413.7822,1
0.494539,-175598.7222,0
0,-180394.1414,0
1.174129,-160757.9976,0
1.289021,-166421.5798,0
1.274152,-174530.6774,0
0,-178842.3679,1
4.263731,-173954.9255,0
-0.372857,-169785.129,0
1.214105,-175074.4389,0
0,-170362.5098,0
0.234876,-174304.3026,0
-4.642331,-174817.7633,0
1.688386,-171079.3831,1
1.425449,-174603.6421,0
0.156441,-187650.9919,0
0.383144,-182118.4788,0
0,-180862.4502,0
-1.860628,-190315.0517,0
-0.220174,-178687.1103,0
-0.446365,-164127.2715,0
0,-154299.2904,0
-0.984256,-156762.8434,1
-4.593038,-160995.1459,0
0.663637,-169429.7517,0
0.319869,-162844.8051,0
0,-151932.0612,0
1.991085,-164793.3629,1
-4.074667,-165870.5246,1
-0.597047,-162847.2749,0
0,-161828.8318,1
0.387647,-162855.5788,0
1.266011,-176714.0182,0
0,-156520.4613,1
-1.25213,-163455.7369,1
-3.356883,-162264.7784,0
-3.802183,-150787.4478,1
-0.222171,-166972.7273,0
0.315395,-169098.6282,0
1.304265,-174288.4522,0
0.767023,-162053.7903,0
0.262883,-167726.8678,0
1.774453,-156922.9874,0
0.107022,-165017.9828,1
0,-159993.9857,0
1.890595,-161056.6155,0
1.124969,-160276.3022,0
0.097061,-172092.183,0
0.547977,-158955.0788,0
1.666863,-163683.886,1
0,-170310.3553,1
0.454559,-170220.9771,1
0,-163449.268,0
-0.241065,-164271.2486,0
0.607721,-164123.3547,0
-1.304209,-169988.7595,0
0.272628,-162078.4848,0
0,-175194.9247,0
2.644639,-160558.6514,0
-1.137688,-172658.2788,0
0,-162512.6517,0
-0.954006,-170688.3586,1
0,-153048.2145,0
0.998025,-160156.7709,0
1.428387,-174984.9248,1
0.333382,-164064.8966,0
-0.31067,-168056.4346,0
0,-169525.8973,1
0.698842,-166092.3462,0
-0.308557,-159447.7411,0
-0.670524,-147077.4965,1
2.287416,-159906.3574,0
-0.601716,-151951.3744,0
-5.969509,-175276.4384,0
0.603346,-163436.6175,1
0,-157836.5424,1
0.10156,-159067.8047,0
0,-162182.6887,0
-3.431121,-174783.4267,0
1.336924,-158456.7428,0
1.748889,-166119.1613,0
-0.267369,-165809.519,1
-0.372538,-162213.379,0
1.005731,-155696.212,0
-0.019325,-163397.8744,1
-0.140087,-163158.989,0
-0.621363,-183684.8759,1
1.142368,-176783.8037,0
-10.042624,-161103.9899,1
0,-156697.237,0
-1.063927,-167238.1994,1
0,-172915.3317,0
-0.81235,-170375.1545,0
-0.626982,-160935.2584,0
-0.270689,-168044.0509,0
0.698282,-177722.633,0
-3.521583,-174745.9966,0
0,-173033.3579,0
-1.294245,-170683.4469,0
-2.101493,-178500.318,1
1.962348,-173793.2995,0
10.447184,-171360.4024,1
0,-164307.0773,0
-1.310017,-165454.8958,0
0.832644,-163888.6254,1
0,-165694.1034,0
0,-164101.0872,0
0.921146,-161590.5412,0
0,-158998.0514,0
-0.072401,-162394.2887,1
-0.219914,-174347.2677,0
2.14563,-168394.4774,0
0,-159493.9356,0
0.330616,-166935.7665,0
0,-166991.4947,0
-1.359486,-168742.2121,0
-0.052003,-168411.3898,0
-1.760024,-170670.8504,0
-5.060948,-168825.8696,1
2.220942,-164513.1277,0
-1.221337,-175413.7822,1
0,-180394.1414,0
0,-167595.0056,0
0,-176791.9502,0
1.289021,-166421.5798,0
-1.04563,-159724.0675,0
-2.154183,-171440.6697,0
-0.117814,-176907.2801,0
0.519149,-174430.5409,0
4.263731,-173954.9255,0
1.558936,-175669.0865,0
1.214105,-175074.4389,0
0,-165762.976,1
0,-175814.1384,1
1.688386,-171079.3831,1
0.383144,-182118.4788,0
0,-180305.4798,0
-1.860628,-190315.0517,0
0,-180310.7479,0
0,-154299.2904,0
0,-158365.78,1
1.088712,-157339.7848,0
-1.869068,-161306.0917,1
0,-172990.2664,0
0.309999,-155806.6174,0
-0.250038,-156010.8865,0
1.991085,-164793.3629,1
0.94095,-155634.9063,0
-0.597047,-162847.2749,0
0.896078,-157135.0974,0
0,-164362.46,1
1.829476,-166352.4372,1
-0.196871,-168543.1568,0
0,-183783.6895,0
1.633283,-167907.3899,0
-3.356883,-162264.7784,0
-0.148015,-165535.9089,0
0,-165860.5953,0
-0.869423,-162078.4421,0
-0.46499,-163031.7364,0
-0.222171,-166972.7273,0
-1.035807,-165491.4543,0
0.315395,-169098.6282,0
-1.920693,-161631.442,0
-1.814411,-164053.0076,0
0.355525,-160071.3828,0
0.767023,-162053.7903,0
0.835809,-162111.9336,0
-0.190723,-167384.9113,0
0.559181,-158188.5909,0
0,-159993.9857,0
1.124969,-160276.3022,0
0.097061,-172092.183,0
1.666863,-163683.886,1
0,-170310.3553,0
0,-163449.268,0
-0.218098,-173383.1946,0
-1.595586,-170332.5061,1
0,-164495.6371,0
0.607721,-164123.3547,0
-0.502324,-157874.331,0
1.629979,-161636.1056,0
1.469814,-167966.9988,0
-1.137688,-172658.2788,0
0,-162512.6517,0
-0.823925,-152074.075,0
-0.31067,-168056.4346,0
0,-155588.4789,0
0,-163989.6446,0
0.630627,-166100.7797,1
0,-162285.3276,0
2.287416,-159906.3574,0
-0.601716,-151951.3744,0
-0.310212,-177396.2981,0
1.326676,-164270.4877,0
-0.188585,-165395.2395,0
-0.223013,-159635.4748,0
1.336924,-158456.7428,0
1.748889,-166119.1613,0
1.005731,-155696.212,0
0.484905,-161473.5226,0
-5.697376,-159119.0236,0
-0.406808,-158634.3178,0
-0.25044,-167123.2637,0
1.052826,-157190.583,0
-2.583953,-155463.5889,0
-0.673336,-169863.6193,0
0.141345,-164781.0204,0
1.142368,-176783.8037,0
0,-156697.237,0
-0.626982,-160935.2584,0
0,-162034.3622,0
1.493633,-185885.333,0
0,-175181.1168,0
0,-173033.3579,0
1.962348,-173793.2995,0
10.447184,-171360.4024,1
0,-164307.0773,0
-1.310017,-165454.8958,0
1.137157,-166413.3518,0
-0.523703,-163683.4532,0
5.135487,-157685.7193,0
0,-157590.0202,0
0,-162420.2234,0
-0.002317,-170975.2527,0
-0.807235,-174976.9532,0
0,-170865.8582,1
-1.258319,-162338.5257,0
-0.432892,-167228.8904,0
-0.052003,-168411.3898,0
-1.760024,-170670.8504,0
-5.060948,-168825.8696,1
-1.266057,-163055.7667,0
-1.387115,-168498.4057,0
0.457217,-174721.6166,0
0,-180394.1414,0
0,-167595.0056,0
-1.04563,-159724.0675,0
-2.154183,-171440.6697,0
-0.117814,-176907.2801,0
0.519149,-174430.5409,0
0,-174066.8456,1
0,-169564.1578,0
0.071656,-179882.8848,0
0,-174918.3068,1
1.558936,-175669.0865,0
1.214105,-175074.4389,0
-3.302789,-183504.6034,0
0,-181274.0202,1
1.425449,-174603.6421,0
0.626304,-177877.833,1
0.054845,-168233.8849,1
0.054845,-168233.8849,1
-0.033623,-168087.8453,1
-0.033623,-168087.8453,1
0.198122,-178573.4253,1
-0.412164,-165800.0067,1
-0.751676,-163582.6926,1
3.076286,-168763.5874,1
3.076286,-168763.5874,1
-1.841183,-172766.6765,1
-0.297623,-167152.5884,1
4.176696,-158139.3809,1
1.378446,-166865.7775,1
0.419661,-166830.5684,1
-7.291416,-166568.9579,1
4.083729,-166374.0238,1
2.355647,-174418.18,1
3.079762,-182798.5972,1
-3.233743,-174511.7158,1
8.971451,-164162.3072,1
8.971451,-164162.3072,1
-1.440723,-158704.1648,1
-0.779368,-163697.3036,1
0.15459,-161913.3955,1
-1.30692,-158675.5334,1
-0.593792,-167073.4088,1
-0.587615,-168840.7923,1
-0.69647,-173762.5894,1
-2.653842,-169562.807,1
-2.653842,-169562.807,1
-0.192727,-169689.4506,1
-0.478935,-169798.9648,1
-0.493757,-166566.506,1
-4.669888,-166413.6837,1
-4.669888,-166413.6837,1
0.255543,-174928.8935,1
1.731347,-173909.3478,1
0.357812,-173742.5944,1
0.787741,-173946.6041,1
0.09712,-174009.4468,1
-2.486048,-177442.0244,1
-0.489806,-177880.5416,1
0.299148,-182149.7214,1
-1.57493,-169158.7266,1
2.493988,-169299.1643,1
-1.388898,-168799.2312,1
-1.178369,-167845.6194,1
-0.464761,-169093.9454,1
-1.737489,-170116.9416,1
-0.38235,-169879.7017,1
0.527806,-157125.3438,1
-0.988754,-169188.0803,1
-1.536945,-169041.8572,1
0.070178,-169118.3522,1
0.446219,-169103.642,1
-0.759219,-169351.8963,1
0.071841,-169242.28,1
-1.642401,-169518.4797,1
-0.610123,-169932.8728,1
-0.022519,-170496.1589,1
-2.619859,-170466.9585,1
-1.097065,-170437.7493,1
-0.622353,-170295.3224,1
-0.28305,-170285.8689,1
-0.546457,-170219.3011,1
-0.647376,-170460.9788,1
-0.877455,-170307.1526,1
-0.559195,-170355.2959,1
0.183048,-170738.5828,1
1.08788,-170765.6054,1
-0.550153,-170781.4836,1
1.114487,-170863.1083,1
2.129511,-170803.9662,1
0.386183,-159011.7449,1
-0.292306,-152645.6324,1
-0.721454,-152741.6748,1
0.044653,-152817.2093,1
-0.68238,-152923.9186,1
0.061228,-153064.9465,1
-8.228612,-155167.2123,1
-8.228612,-155167.2123,1
-0.691322,-155699.5433,1
-1.642922,-161353.0116,1
1.498293,-160503.9964,1
-0.929197,-159915.1994,1
0.339519,-159883.729,1
4.230498,-159984.9855,1
-1.624465,-159710.6935,1
-0.90737,-160698.7523,1
1.332798,-160791.8732,1
1.212539,-161059.1789,1
0.734071,-162515.8431,1
1.706781,-167835.3746,1
-0.282881,-167755.3748,1
-0.046597,-167731.1731,1
-0.151611,-167329.7083,1
3.82021,-170790.6379,1
-1.660873,-166186.7956,1
0.180925,-158515.1002,1
-3.972799,-158501.0203,1
-5.995302,-158394.1522,1
-1.551619,-157630.4093,1
-0.799868,-167640.8929,1
1.434876,-158438.8059,1
1.31966,-178614.5207,1
-0.160292,-174726.3539,1
0.935215,-170510.6213,1
1.746116,-171709.9493,1
10.268299,-180499.1568,1
-0.439434,-172331.1198,1
1.798399,-168906.7857,1
3.8552,-180684.3601,1
-0.680648,-171120.6864,1
-1.29765,-171295.1697,1
-1.29765,-171295.1697,1
-1.29765,-171295.1697,1
-2.801173,-171448.6001,1
0.197987,-171601.0558,1
1.679937,-170254.2888,1
-2.086259,-172170.6173,1
-0.311785,-163173.0221,1
-0.309906,-172321.4238,1
0.732845,-165706.1905,1
0.786982,-173248.4953,1
-1.058659,-172603.7925,1
-0.556992,-179725.5208,1
0.358056,-186996.0825,1
0.321334,-182280.0608,1
0.801256,-180408.5923,1
0.204491,-171162.1539,1
-1.180987,-173530.7629,1
1.254785,-178795.2004,1
0.260315,-165671.0698,1
2.128796,-164261.6089,1
-1.602632,-164767.5013,1
-7.620594,-156563.4636,1
0.954277,-166866.8731,1
0.740946,-166607.1935,1
0.99938,-159575.2904,1
0.400469,-157276.5891,1
0.851505,-158179.8883,1
3.249415,-160832.4224,1
3.029288,-159106.7234,1
3.029288,-159106.7234,1
-2.006509,-188776.3207,1
2.163239,-166886.3847,1
-5.003604,-167494.9691,1
0.79903,-171761.4352,1
-3.288881,-172220.6022,1
-0.540552,-156026.3842,1
-0.981853,-155669.4664,1
-0.981853,-155669.4664,1
0.612291,-163146.8438,1
-0.914404,-163423.1791,1
0.268339,-158696.435,1
0.671519,-168635.4665,1
0.586008,-165580.0457,1
-16.068435,-151990.7457,1
-16.068435,-151990.7457,1
-0.167688,-152292.9771,1
1.244053,-164636.3441,1
-0.721822,-169123.8733,1
0.206383,-162199.9693,1
-5.204123,-160297.7248,1
-5.204123,-160297.7248,1
-1.042268,-162503.4335,1
4.339455,-162522.139,1
-1.054626,-171081.3378,1
-1.984873,-168434.6263,1
0.274905,-164142.9148,1
-0.431114,-164221.0877,1
-1.204599,-174355.3255,1
1.253378,-159157.2008,1
2.360173,-158291.4074,1
2.360173,-158291.4074,1
-5.348303,-166349.7472,1
0.363424,-167500.4872,1
1.4837,-162907.8727,1
0.857248,-169168.1573,1
1.845144,-169149.7723,1
0.059312,-169061.4896,1
-0.174629,-173588.2069,1
-8.165391,-178033.3978,1
-2.821388,-166141.8786,1
0.692023,-175712.4017,1
-0.109974,-161780.8142,1
3.50591,-171886.0244,1
0.478563,-177405.021,1
3.155405,-164326.7604,1
-0.554402,-171996.4277,1
0.140114,-164140.8981,0
0.717346,-171404.2194,1
0,-164160.6603,0
0.522277,-164125.6106,0
1.370814,-162445.7208,0
0.49019,-159752.2843,0
-2.12416,-173574.106,0
0.593898,-168955.1092,0
0,-167182.6643,0
0.941688,-172747.3222,1
0,-174868.0291,0
1.226361,-172453.982,1
-0.863778,-173996.7508,0
0.711385,-167039.1287,0
3.592845,-167164.2571,0
0.550774,-167475.5061,0
1.198118,-164054.9823,0
1.198046,-172079.1352,1
-2.321786,-176935.7057,0
0,-159961.1666,0
0,-169527.8583,0
0.636509,-163512.171,0
0.61198,-162729.3238,0
1.184784,-162737.3598,0
-1.896987,-166440.1073,0
0.488966,-158738.6964,0
0,-168345.7526,0
1.124435,-166974.2203,0
0,-161554.1426,0
0.181523,-162581.3067,0
-0.794068,-166799.7496,0
0.486077,-167706.9876,0
0,-169945.2106,0
-3.123853,-170589.5717,0
0.025022,-169187.0363,1
0.440714,-158618.7874,0
-0.099787,-172401.37,0
0,-165764.2126,0
1.033192,-161279.2315,0
-0.721057,-171393.4239,0
-0.857856,-175698.123,0
-0.782431,-168243.2104,0
3.304837,-168505.966,0
0.923776,-177220.0109,0
0.269499,-183534.2055,0
-0.693908,-169462.1933,1
-1.327653,-161692.2982,0
-1.531515,-163526.6889,1
0,-167648.6234,0
-0.769783,-165294.2926,0
0.430907,-173904.4974,1
-0.08133,-172773.8131,0
-1.817953,-178645.159,0
0,-175107.1883,1
0.434307,-165479.7757,0
0.16059,-184634.5052,0
0,-180453.2498,1
0.887188,-167039.0795,0
-0.886525,-178141.7225,0
5.056739,-167968.0129,0
-3.268972,-161244.6268,1
-1.466207,-160619.1899,0
-2.666687,-166032.272,0
0,-181056.8118,0
0.35451,-179891.6532,0
-0.747081,-170339.9767,0
-1.363147,-162674.7902,0
-0.467342,-163577.3493,1
-5.772855,-170967.5522,1
0.744507,-168594.1448,0
-2.126041,-171900.4242,1
-1.582741,-163052.6592,0
-1.310045,-173372.7997,0
-0.535798,-169515.083,0
0.480171,-175420.8139,0
-2.433431,-156827.4092,0
1.957596,-167679.5171,0
0.905169,-159505.609,0
0,-161202.4171,0
2.598335,-168330.8327,0
0.070448,-176580.414,0
0.377653,-174942.8515,0
0.758884,-169401.1772,0
-4.538674,-163696.6159,0
0,-169429.117,0
0.639669,-162240.5886,0
-0.719805,-158503.7105,1
-0.08419,-155794.3959,1
0.234622,-165162.6794,0
-0.02911,-158192.5346,0
0,-162483.7961,0
-0.354318,-168181.212,1
0,-173391.2696,0
-0.001872,-158199.8565,0
0.870601,-163728.6474,0
0.770703,-156480.32,0
-1.079926,-159097.6614,0
0.399933,-162039.1739,0
-1.001978,-161005.233,0
1.103947,-166602.8447,0
-1.543756,-155990.6064,1
-0.271501,-159830.5704,0
1.801593,-161406.4736,0
1.073771,-159136.6079,0
-0.959895,-163576.4075,0
0,-162474.0932,0
0,-164715.3992,0
-3.653756,-168069.9411,0
0,-167823.7305,0
1.648716,-158904.6633,0
-1.419606,-170028.4225,0
1.627027,-162086.5228,1
0.603666,-152925.9359,0
0,-151960.6628,1
0,-166861.6432,0
-2.90848,-164997.3226,0
-5.001291,-169330.6751,0
-0.980578,-165895.3127,0
-0.8651,-166390.6612,0
0.965635,-157661.0141,0
-0.02565,-160667.7729,1
0.329752,-165326.0447,0
-5.374651,-166584.8092,1
-0.045654,-156773.9259,0
0,-160617.2522,1
0,-168437.9877,1
1.285877,-162831.0965,0
-1.099765,-174824.232,1
1.090596,-162242.7169,0
0.378993,-163950.3344,0
0.237175,-167010.1345,1
-0.5104,-169497.4828,1
0.455782,-168772.2837,0
-1.158611,-168700.9298,0
-0.864317,-165474.8483,0
0.004705,-174372.7889,1
-0.966629,-166373.679,0
0.16875,-168990.8044,0
-1.019101,-173398.46,0
-2.084808,-161372.8456,0
0.462368,-166291.6053,0
-0.515006,-167100.6969,0
-1.124593,-177779.2607,0
0,-166717.5745,0
0.255188,-162666.0051,0
-3.592865,-167390.4289,1
1.723931,-163991.4045,0
1.64772,-169161.0159,0
0.455158,-167923.1065,0
-0.38276,-160762.7242,0
-0.238117,-170154.4514,0
0.903697,-166558.5551,0
1.297979,-167784.6285,0
0.903588,-174645.9507,0
-0.786852,-163852.8881,0
-1.602898,-170981.6967,1
0,-169017.7626,0
1.563699,-169055.2456,0
0.407637,-160905.0336,0
-2.877667,-165700.7823,0
0.329835,-171837.8563,0
2.492476,-164065.3755,0
0.035328,-164711.8988,0
-0.539405,-161771.9922,0
0.413494,-168408.4059,1
-0.925924,-166048.3297,0
0.510661,-171548.9966,0
0.576345,-185301.5155,1
0.767989,-176728.206,1
-0.365708,-173779.5638,0
-0.554402,-171996.4277,0
0,-165205.5737,0
-0.182151,-162531.2179,0
-0.578107,-163561.8389,0
0.250773,-175278.458,0
-1.213972,-163933.6869,0
4.988481,-158075.5026,0
0.711385,-167039.1287,0
0.081205,-158089.6152,0
-0.762909,-158961.5608,0
0,-169458.3266,0
0.550774,-167475.5061,0
-0.971465,-167184.531,0
-2.564823,-170422.2175,0
1.198118,-164054.9823,0
1.059046,-168305.5586,0
0.651564,-169860.2401,0
0,-154890.6416,0
-1.183217,-166307.343,0
0.061509,-163280.0958,0
0.354703,-160955.0607,0
-1.896987,-166440.1073,1
0,-154592.5415,0
0.021163,-168127.9847,0
0,-168452.4383,1
-2.054646,-160742.0827,0
0.846316,-160054.0874,0
-0.685493,-159152.4683,0
0,-165147.4344,0
0.564715,-161932.0595,0
-3.123853,-170589.5717,0
-1.82969,-165910.0414,0
0.927013,-167337.0319,0
-0.616182,-165652.7769,0
-0.200413,-166654.5038,0
1.448203,-175137.2381,0
0.063497,-173586.3433,0
