DeltaSVMScore,Label
0.000000,0
0.000000,1
-3.076774,1
-1.546308,0
-0.076993,0
0.203204,0
0.000000,0
0.000000,0
-1.821974,1
-1.865167,0
0.000000,0
-1.700855,0
0.000000,1
-0.173545,0
-1.155860,0
-0.831580,0
0.475601,0
0.000000,0
-0.921615,0
0.000000,0
0.000000,1
0.000000,0
-1.729952,1
0.036353,0
0.547165,0
-0.813152,0
-0.103320,1
0.522486,0
0.070952,0
-0.613595,0
-0.560455,0
0.000000,1
0.000000,1
-0.134133,0
0.000000,0
0.000000,1
0.115435,0
3.708802,0
0.000000,0
2.145682,0
-1.677612,0
-0.357159,0
0.000000,0
-3.620177,0
0.000000,0
0.000000,0
0.325275,0
-1.706280,0
0.000000,0
0.000000,0
1.172039,0
-0.477306,1
0.000000,0
-0.346261,0
-4.644282,1
0.604349,0
1.201966,0
1.136521,0
1.080030,0
0.616754,0
0.298819,1
-0.134423,0
0.415564,0
-0.231848,0
-10.596828,1
0.141260,0
2.104111,0
0.000000,0
0.788830,0
0.524349,0
0.285359,0
3.051497,1
0.232498,1
1.185154,1
0.978486,1
-0.343584,1
-4.884735,1
-4.884735,1
0.823185,1
-1.202226,1
-1.548900,1
2.413296,1
-1.208123,1
2.350951,1
-0.695456,1
-0.384014,1
-0.384014,1
6.150144,1
-1.388051,1
0.519005,1
-0.725596,1
-2.214343,1
0.946377,1
9.725455,1
0.229619,1
-1.601794,1
0.959757,1
1.171232,1
-0.469826,1
-3.045501,1
-9.116921,1
-0.105908,1
2.348381,1
0.128580,1
-0.226568,1
-0.096552,1
-1.998771,1
0.263247,1
2.250534,1
2.040869,1
-3.090313,1
-1.762378,1
-0.431283,1
1.118901,1
1.118901,1
-1.391281,1
-2.299976,1
1.167102,1
-9.310704,1
-0.377460,1
1.489627,1
-0.707655,1
1.290886,1
-4.055011,1
-0.917558,1
1.300319,1
7.161723,1
-0.234571,1
-4.586067,1
0.278750,1
0.103053,1
2.339613,1
1.055716,1
-0.558430,1
2.221625,1
1.656908,1
-0.149283,1
-5.386627,1
1.319552,1
-5.621264,1
-5.621264,1
1.916577,1
-6.271539,1
-6.271539,1
-7.100812,1
0.674706,1
0.674706,1
-1.016100,1
-0.290145,1
8.347873,1
8.347873,1
8.347873,1
-0.291425,1
-3.282495,1
-3.282495,1
-1.513936,1
-1.513936,1
4.005088,1
4.005088,1
0.326277,1
-1.334553,1
-2.931605,1
-16.555790,1
-1.095274,1
0.257553,1
0.858888,1
0.403603,1
-5.298884,1
-4.679729,1
-4.679729,1
-4.679729,1
-4.679729,1
-0.392996,1
-0.392996,1
-0.191788,1
-0.331778,1
-2.807905,1
1.152563,1
-1.210415,1
0.252629,1
0.252629,1
11.534622,1
11.534622,1
-0.489381,1
-2.993419,1
1.536372,1
13.503451,1
0.567665,1
-3.097155,1
-7.565802,1
0.463402,1
0.463402,1
-0.404700,1
-0.368108,1
-0.708197,1
-2.199309,1
-14.246137,1
1.591298,1
0.090997,1
-0.091436,1
0.000236,1
0.209004,1
3.798302,1
2.762713,1
-13.217614,1
-13.217614,1
0.413072,1
-7.106305,1
-7.106305,1
-7.106305,1
-0.976210,1
1.043494,1
-1.250623,1
-0.311937,1
0.119815,0
0.156441,0
0.000000,0
0.419596,1
0.000000,0
-4.813426,0
-0.468254,0
0.865882,0
-1.231716,0
1.698368,0
-0.446365,0
0.620502,0
0.000000,1
0.454094,0
0.225951,1
-2.692205,0
0.000000,0
0.000000,1
-0.326518,0
0.000000,0
0.942834,0
-1.529231,0
-0.323969,0
0.319869,0
-3.867026,0
0.000000,1
1.408148,0
-2.650785,0
-0.428388,0
-0.597047,0
0.559065,0
0.000000,0
1.266011,0
-10.697838,0
-1.012756,0
-0.888639,0
-0.464990,0
-0.222171,0
-2.923182,0
2.316569,0
-0.509596,0
-0.831060,0
-0.338803,0
-0.205773,0
-0.062714,0
0.835809,0
-4.279738,1
0.000000,0
-0.808541,0
-1.575752,0
0.722791,0
-0.086240,0
0.543077,0
1.517370,1
0.000000,0
0.000000,0
-0.789614,0
-0.707001,0
-0.762644,0
1.222112,0
0.786864,0
-1.339419,0
-0.688563,0
-1.360485,0
-1.396346,0
-0.964343,0
0.688332,0
0.000000,0
0.000000,0
-1.464469,0
-0.823925,0
-1.219774,1
0.535589,0
-0.506112,0
0.764262,0
-0.861855,0
0.000000,0
-8.423475,0
0.630627,1
0.603346,1
-2.612484,1
1.326676,0
2.033635,0
1.057670,0
-0.283701,0
-3.411721,0
-0.422311,0
-1.029197,0
-0.250440,0
-0.349153,0
-0.600739,0
0.000000,1
-1.869086,1
0.141345,0
0.824607,0
0.815767,1
0.000000,0
0.216797,0
0.000000,0
-1.063927,1
0.000000,0
-0.515217,0
-0.505328,0
-2.647305,0
-0.906631,0
0.000000,0
0.302796,0
-0.921927,0
0.000000,0
0.520957,0
1.183513,1
-3.320132,0
0.000000,0
0.487167,0
-0.281680,0
-1.826689,1
2.520240,0
-2.852829,0
-0.441747,0
0.330616,0
0.000000,0
-5.060948,1
-1.266057,0
-1.907019,0
-0.456590,0
-1.056820,0
1.491252,0
-0.337333,0
0.000000,0
0.000000,0
1.289021,0
0.000000,0
-0.876955,0
0.000000,0
-0.557097,0
-2.154183,1
0.377013,0
0.234876,0
0.883774,1
-1.313295,0
0.040312,0
0.419596,0
-0.468254,0
-1.231716,0
-0.446365,0
1.190721,0
-2.080449,0
-1.750456,0
-1.133025,0
-0.143584,0
0.675924,0
-2.718731,1
-1.529231,0
-0.323969,0
0.000000,0
-0.729368,0
0.724149,0
2.962336,1
0.119468,0
-0.290593,0
-8.132270,0
-10.987830,0
-0.180645,0
-2.229972,0
-0.084548,0
-0.597047,0
1.829476,0
0.000000,0
-0.511249,0
-0.325301,0
1.016749,0
-0.869423,0
-0.464990,0
-0.804500,0
-1.165100,0
-0.831060,0
0.682996,0
-1.068045,1
0.835809,0
-4.279738,1
0.337796,0
0.000000,0
0.722791,0
-0.086240,0
0.000000,0
0.097061,0
1.666863,0
0.000000,0
-0.707001,0
0.620722,0
2.120017,0
0.374905,0
0.513337,1
0.000000,0
-0.502324,0
1.629979,0
0.000000,0
0.000000,0
-0.823925,0
-0.829936,0
0.698842,0
0.000000,0
-0.253144,0
1.527580,0
1.203054,0
-0.143637,0
-0.953489,0
2.033635,0
1.300269,0
-0.565605,0
-1.122266,0
-0.493747,0
-0.406808,0
-0.250440,0
1.169513,0
-3.306238,0
-1.632328,0
0.963653,0
-1.901587,0
0.141345,0
1.452638,0
-1.018310,1
1.432294,0
0.216797,0
-0.505328,0
-3.521583,0
-0.753512,0
0.000000,0
0.000000,0
0.171188,0
0.562509,0
0.995138,0
0.927889,0
0.363012,0
1.453888,0
0.516956,0
0.000000,1
-0.152606,0
0.355142,0
2.145630,0
0.000000,1
0.000000,0
0.000000,0
-1.050269,0
0.330616,0
0.206024,0
-1.359486,0
-4.047542,1
-0.308904,0
-1.157197,0
0.000000,1
0.625317,0
-0.232130,0
-0.447890,0
-1.043765,0
-0.995841,0
-1.544470,0
0.000000,0
0.000000,0
0.000000,0
-1.045630,0
0.584925,0
0.000000,1
0.485102,0
-2.154183,1
-0.366165,0
-0.923749,0
-4.242180,0
1.558936,0
-1.494691,0
-7.809860,1
-0.788227,0
0.000000,0
-0.234922,0
-0.485876,0
-1.806216,0
0.040312,0
0.419596,0
0.000000,0
3.391740,1
-1.231716,0
-0.860093,0
1.190721,0
0.000000,0
-1.750456,0
-1.133025,1
-2.692205,1
0.000000,0
0.000000,1
0.000000,1
0.663637,1
-1.529231,0
0.000000,0
-0.253000,0
-2.540137,1
-0.729368,1
0.724149,0
-14.898069,0
0.119468,1
0.687196,0
-2.650785,0
2.534544,0
-2.229972,0
0.000000,0
-0.597047,0
0.511029,1
-1.104960,0
1.829476,0
1.266011,0
1.016749,1
-0.464990,0
-0.804500,1
0.817730,0
-0.509596,0
-0.831060,0
-0.722599,0
-2.220970,1
0.000000,1
-2.487119,1
0.000000,0
0.835809,0
-4.279738,1
0.337796,0
-0.304603,0
1.774453,0
1.279415,0
-5.758106,1
0.000000,0
0.097061,0
-0.789614,1
-0.407708,0
-0.707001,0
0.786864,0
-0.964343,0
0.195016,0
0.513337,0
-0.502324,0
1.629979,0
0.385045,0
0.000000,0
0.000000,0
-0.558296,0
-6.883262,1
-0.823925,0
-3.352566,0
0.535589,0
-1.353776,0
-0.506112,0
0.000000,1
0.764262,0
0.698842,0
-0.861855,0
0.000000,0
0.630627,0
1.527580,0
-2.612484,0
-0.433122,1
1.326676,1
-0.731932,0
-0.953489,0
2.033635,0
-0.470351,1
-0.283701,0
1.748889,0
-0.422311,0
-0.019325,0
-0.493747,0
-1.029197,0
-0.406808,0
-0.250440,0
-0.383813,0
-0.832983,0
-0.600739,0
0.963653,0
-1.869086,0
0.141345,0
1.452638,0
0.749498,0
0.824607,0
0.216797,0
0.000000,0
-0.119697,0
0.929594,1
0.000000,0
2.580844,0
-0.906631,0
0.000000,0
0.171188,0
0.000000,1
0.398760,0
0.000000,0
-1.422169,0
-0.106546,0
0.520957,0
0.363012,0
-3.320132,0
1.453888,1
0.516956,0
-0.152606,0
0.000000,0
0.000000,0
0.000000,1
2.145630,0
0.000000,0
-1.826689,1
0.000000,0
0.000000,0
0.206024,0
-0.052003,0
0.277952,0
-0.308904,0
-1.157197,0
0.000000,1
0.000000,0
0.000000,0
-0.766590,0
-5.060948,1
-0.447890,0
-0.456590,0
-1.221337,0
-0.995841,0
-1.544470,0
0.000000,0
0.000000,0
1.289021,0
-0.609141,0
0.000000,0
0.584925,0
-0.557097,0
-0.097185,0
-0.366165,0
-0.923749,0
-4.242180,0
1.091220,0
0.377013,0
0.000000,0
0.234876,0
0.000000,0
-4.642331,0
-3.302789,1
-0.234922,0
0.883774,1
0.000000,0
-0.485876,0
0.156441,0
-0.400281,0
0.000000,0
-6.511217,1
-1.798263,1
1.134242,0
-2.247757,0
3.069672,1
1.574271,0
-0.984256,0
-0.890772,0
-4.593038,0
4.185076,0
1.040647,0
0.120702,0
0.000000,0
0.319869,0
-10.212584,1
1.991085,1
0.000000,1
0.170581,0
-17.132815,0
0.000000,1
-1.252130,1
-0.148015,0
2.316569,0
-1.814411,0
-1.575752,1
0.000000,0
-0.086240,1
-0.222165,1
-1.017932,0
0.000000,0
1.890595,0
-0.423083,0
0.678854,0
1.666863,1
-7.510614,1
0.000000,0
0.000000,0
0.454559,0
-0.915975,0
0.967995,0
0.000000,0
0.276413,1
0.272628,0
2.044297,0
0.000000,0
0.618526,0
0.998025,0
-1.386558,0
0.333382,0
-0.310670,0
2.464826,0
0.764262,0
0.698842,0
-0.308557,0
0.000000,1
5.175583,0
0.630627,0
-0.670524,1
0.000000,0
0.952326,0
0.603346,1
0.237147,0
-0.433122,1
-11.812259,1
0.000000,0
0.000000,0
-0.698070,0
0.000000,1
1.748889,0
-0.372538,1
1.188726,1
-0.493747,0
-0.140087,0
-2.722529,0
0.000000,1
1.142368,0
1.076787,1
0.615512,0
-9.239915,1
-0.119697,0
-0.812350,1
0.000000,0
-0.270689,0
-0.564465,1
0.000000,1
-3.521583,0
-1.294245,0
0.000000,0
0.832644,0
0.000000,0
0.000000,0
0.921146,0
0.000000,0
-0.002317,0
-0.807235,0
0.113804,1
2.145630,0
-0.281680,0
0.000000,0
0.501659,0
-1.359486,0
-0.432892,0
0.000000,1
-0.786117,0
0.011785,0
-1.737200,0
0.001693,0
-0.714761,0
0.625317,0
-0.104989,0
1.443265,0
-1.760024,1
-1.266057,0
-1.058339,0
0.173104,0
0.204287,0
2.220942,0
0.500506,0
-0.456590,0
-0.881724,0
1.248882,0
1.205358,0
-1.221337,1
0.494539,0
0.000000,0
1.174129,0
1.289021,0
1.274152,0
0.000000,1
4.263731,0
-0.372857,0
1.214105,0
0.000000,0
0.234876,0
-4.642331,0
1.688386,1
1.425449,0
0.156441,0
0.383144,0
0.000000,0
-1.860628,0
-0.220174,0
-0.446365,0
0.000000,0
-0.984256,1
-4.593038,0
0.663637,0
0.319869,0
0.000000,0
1.991085,1
-4.074667,1
-0.597047,0
0.000000,1
0.387647,0
1.266011,0
0.000000,1
-1.252130,1
-3.356883,0
-3.802183,1
-0.222171,0
0.315395,0
1.304265,0
0.767023,0
0.262883,0
1.774453,0
0.107022,1
0.000000,0
1.890595,0
1.124969,0
0.097061,0
0.547977,0
1.666863,1
0.000000,1
0.454559,1
0.000000,0
-0.241065,0
0.607721,0
-1.304209,0
0.272628,0
0.000000,0
2.644639,0
-1.137688,0
0.000000,0
-0.954006,1
0.000000,0
0.998025,0
1.428387,1
0.333382,0
-0.310670,0
0.000000,1
0.698842,0
-0.308557,0
-0.670524,1
2.287416,0
-0.601716,0
-5.969509,0
0.603346,1
0.000000,1
0.101560,0
0.000000,0
-3.431121,0
1.336924,0
1.748889,0
-0.267369,1
-0.372538,0
1.005731,0
-0.019325,1
-0.140087,0
-0.621363,1
1.142368,0
-10.042624,1
0.000000,0
-1.063927,1
0.000000,0
-0.812350,0
-0.626982,0
-0.270689,0
0.698282,0
-3.521583,0
0.000000,0
-1.294245,0
-2.101493,1
1.962348,0
10.447184,1
0.000000,0
-1.310017,0
0.832644,1
0.000000,0
0.000000,0
0.921146,0
0.000000,0
-0.072401,1
-0.219914,0
2.145630,0
0.000000,0
0.330616,0
0.000000,0
-1.359486,0
-0.052003,0
-1.760024,0
-5.060948,1
2.220942,0
-1.221337,1
0.000000,0
0.000000,0
0.000000,0
1.289021,0
-1.045630,0
-2.154183,0
-0.117814,0
0.519149,0
4.263731,0
1.558936,0
1.214105,0
0.000000,1
0.000000,1
1.688386,1
0.383144,0
0.000000,0
-1.860628,0
0.000000,0
0.000000,0
0.000000,1
1.088712,0
-1.869068,1
0.000000,0
0.309999,0
-0.250038,0
1.991085,1
0.940950,0
-0.597047,0
0.896078,0
0.000000,1
1.829476,1
-0.196871,0
0.000000,0
1.633283,0
-3.356883,0
-0.148015,0
0.000000,0
-0.869423,0
-0.464990,0
-0.222171,0
-1.035807,0
0.315395,0
-1.920693,0
-1.814411,0
0.355525,0
0.767023,0
0.835809,0
-0.190723,0
0.559181,0
0.000000,0
1.124969,0
0.097061,0
1.666863,1
0.000000,0
0.000000,0
-0.218098,0
-1.595586,1
0.000000,0
0.607721,0
-0.502324,0
1.629979,0
1.469814,0
-1.137688,0
0.000000,0
-0.823925,0
-0.310670,0
0.000000,0
0.000000,0
0.630627,1
0.000000,0
2.287416,0
-0.601716,0
-0.310212,0
1.326676,0
-0.188585,0
-0.223013,0
1.336924,0
1.748889,0
1.005731,0
0.484905,0
-5.697376,0
-0.406808,0
-0.250440,0
1.052826,0
-2.583953,0
-0.673336,0
0.141345,0
1.142368,0
0.000000,0
-0.626982,0
0.000000,0
1.493633,0
0.000000,0
0.000000,0
1.962348,0
10.447184,1
0.000000,0
-1.310017,0
1.137157,0
-0.523703,0
5.135487,0
0.000000,0
0.000000,0
-0.002317,0
-0.807235,0
0.000000,1
-1.258319,0
-0.432892,0
-0.052003,0
-1.760024,0
-5.060948,1
-1.266057,0
-1.387115,0
0.457217,0
0.000000,0
0.000000,0
-1.045630,0
-2.154183,0
-0.117814,0
0.519149,0
0.000000,1
0.000000,0
0.071656,0
0.000000,1
1.558936,0
1.214105,0
-3.302789,0
0.000000,1
1.425449,0
0.626304,1
0.054845,1
0.054845,1
-0.033623,1
-0.033623,1
0.198122,1
-0.412164,1
-0.751676,1
3.076286,1
3.076286,1
-1.841183,1
-0.297623,1
4.176696,1
1.378446,1
0.419661,1
-7.291416,1
4.083729,1
2.355647,1
3.079762,1
-3.233743,1
8.971451,1
8.971451,1
-1.440723,1
-0.779368,1
0.154590,1
-1.306920,1
-0.593792,1
-0.587615,1
-0.696470,1
-2.653842,1
-2.653842,1
-0.192727,1
-0.478935,1
-0.493757,1
-4.669888,1
-4.669888,1
0.255543,1
1.731347,1
0.357812,1
0.787741,1
0.097120,1
-2.486048,1
-0.489806,1
0.299148,1
-1.574930,1
2.493988,1
-1.388898,1
-1.178369,1
-0.464761,1
-1.737489,1
-0.382350,1
0.527806,1
-0.988754,1
-1.536945,1
0.070178,1
0.446219,1
-0.759219,1
0.071841,1
-1.642401,1
-0.610123,1
-0.022519,1
-2.619859,1
-1.097065,1
-0.622353,1
-0.283050,1
-0.546457,1
-0.647376,1
-0.877455,1
-0.559195,1
0.183048,1
1.087880,1
-0.550153,1
1.114487,1
2.129511,1
0.386183,1
-0.292306,1
-0.721454,1
0.044653,1
-0.682380,1
0.061228,1
-8.228612,1
-8.228612,1
-0.691322,1
-1.642922,1
1.498293,1
-0.929197,1
0.339519,1
4.230498,1
-1.624465,1
-0.907370,1
1.332798,1
1.212539,1
0.734071,1
1.706781,1
-0.282881,1
-0.046597,1
-0.151611,1
3.820210,1
-1.660873,1
0.180925,1
-3.972799,1
-5.995302,1
-1.551619,1
-0.799868,1
1.434876,1
1.319660,1
-0.160292,1
0.935215,1
1.746116,1
10.268299,1
-0.439434,1
1.798399,1
3.855200,1
-0.680648,1
-1.297650,1
-1.297650,1
-1.297650,1
-2.801173,1
0.197987,1
1.679937,1
-2.086259,1
-0.311785,1
-0.309906,1
0.732845,1
0.786982,1
-1.058659,1
-0.556992,1
0.358056,1
0.321334,1
0.801256,1
0.204491,1
-1.180987,1
1.254785,1
0.260315,1
2.128796,1
-1.602632,1
-7.620594,1
0.954277,1
0.740946,1
0.999380,1
0.400469,1
0.851505,1
3.249415,1
3.029288,1
3.029288,1
-2.006509,1
2.163239,1
-5.003604,1
0.799030,1
-3.288881,1
-0.540552,1
-0.981853,1
-0.981853,1
0.612291,1
-0.914404,1
0.268339,1
0.671519,1
0.586008,1
-16.068435,1
-16.068435,1
-0.167688,1
1.244053,1
-0.721822,1
0.206383,1
-5.204123,1
-5.204123,1
-1.042268,1
4.339455,1
-1.054626,1
-1.984873,1
0.274905,1
-0.431114,1
-1.204599,1
1.253378,1
2.360173,1
2.360173,1
-5.348303,1
0.363424,1
1.483700,1
0.857248,1
1.845144,1
0.059312,1
-0.174629,1
-8.165391,1
-2.821388,1
0.692023,1
-0.109974,1
3.505910,1
0.478563,1
3.155405,1
-0.554402,1
0.140114,0
0.717346,1
0.000000,0
0.522277,0
1.370814,0
0.490190,0
-2.124160,0
0.593898,0
0.000000,0
0.941688,1
0.000000,0
1.226361,1
-0.863778,0
0.711385,0
3.592845,0
0.550774,0
1.198118,0
1.198046,1
-2.321786,0
0.000000,0
0.000000,0
0.636509,0
0.611980,0
1.184784,0
-1.896987,0
0.488966,0
0.000000,0
1.124435,0
0.000000,0
0.181523,0
-0.794068,0
0.486077,0
0.000000,0
-3.123853,0
0.025022,1
0.440714,0
-0.099787,0
0.000000,0
1.033192,0
-0.721057,0
-0.857856,0
-0.782431,0
3.304837,0
0.923776,0
0.269499,0
-0.693908,1
-1.327653,0
-1.531515,1
0.000000,0
-0.769783,0
0.430907,1
-0.081330,0
-1.817953,0
0.000000,1
0.434307,0
0.160590,0
0.000000,1
0.887188,0
-0.886525,0
5.056739,0
-3.268972,1
-1.466207,0
-2.666687,0
0.000000,0
0.354510,0
-0.747081,0
-1.363147,0
-0.467342,1
-5.772855,1
0.744507,0
-2.126041,1
-1.582741,0
-1.310045,0
-0.535798,0
0.480171,0
-2.433431,0
1.957596,0
0.905169,0
0.000000,0
2.598335,0
0.070448,0
0.377653,0
0.758884,0
-4.538674,0
0.000000,0
0.639669,0
-0.719805,1
-0.084190,1
0.234622,0
-0.029110,0
0.000000,0
-0.354318,1
0.000000,0
-0.001872,0
0.870601,0
0.770703,0
-1.079926,0
0.399933,0
-1.001978,0
1.103947,0
-1.543756,1
-0.271501,0
1.801593,0
1.073771,0
-0.959895,0
0.000000,0
0.000000,0
-3.653756,0
0.000000,0
1.648716,0
-1.419606,0
1.627027,1
0.603666,0
0.000000,1
0.000000,0
-2.908480,0
-5.001291,0
-0.980578,0
-0.865100,0
0.965635,0
-0.025650,1
0.329752,0
-5.374651,1
-0.045654,0
0.000000,1
0.000000,1
1.285877,0
-1.099765,1
1.090596,0
0.378993,0
0.237175,1
-0.510400,1
0.455782,0
-1.158611,0
-0.864317,0
0.004705,1
-0.966629,0
0.168750,0
-1.019101,0
-2.084808,0
0.462368,0
-0.515006,0
-1.124593,0
0.000000,0
0.255188,0
-3.592865,1
1.723931,0
1.647720,0
0.455158,0
-0.382760,0
-0.238117,0
0.903697,0
1.297979,0
0.903588,0
-0.786852,0
-1.602898,1
0.000000,0
1.563699,0
0.407637,0
-2.877667,0
0.329835,0
2.492476,0
0.035328,0
-0.539405,0
0.413494,1
-0.925924,0
0.510661,0
0.576345,1
0.767989,1
-0.365708,0
-0.554402,0
0.000000,0
-0.182151,0
-0.578107,0
0.250773,0
-1.213972,0
4.988481,0
0.711385,0
0.081205,0
-0.762909,0
0.000000,0
0.550774,0
-0.971465,0
-2.564823,0
1.198118,0
1.059046,0
0.651564,0
0.000000,0
-1.183217,0
0.061509,0
0.354703,0
-1.896987,1
0.000000,0
0.021163,0
0.000000,1
-2.054646,0
0.846316,0
-0.685493,0
0.000000,0
0.564715,0
-3.123853,0
-1.829690,0
0.927013,0
-0.616182,0
-0.200413,0
1.448203,0
0.063497,0
-0.782431,0
0.000000,0
0.621153,0
0.477275,0
0.000000,0
-0.766726,0
1.382998,0
0.000000,0
7.773545,0
0.160590,0
0.000000,1
-0.629685,0
0.000000,0
-0.747081,0
-1.165908,0
0.000000,0
0.158462,1
0.000000,0
-1.438937,0
-0.737527,0
-5.772855,0
0.000000,0
2.419245,0
-1.229626,0
0.414362,0
0.059146,0
0.480171,0
-0.904011,0
1.058214,0
-0.226905,0
0.242773,0
0.041990,0
-8.236447,0
-0.641351,0
0.638865,0
0.000000,0
0.321830,0
0.504037,0
0.870601,0
0.168088,0
-1.531741,0
1.905337,0
0.000000,0
0.000000,0
0.042174,0
0.000000,0
0.000000,0
0.000000,0
0.313474,1
0.000000,0
0.000000,0
0.461152,0
-0.298848,0
-1.419606,0
0.000000,0
-0.006637,0
-2.613846,0
0.000000,0
0.000000,0
0.324984,0
3.011141,0
0.533854,0
0.594223,0
0.850434,0
-0.025650,0
-2.381425,0
0.235222,0
0.000000,0
0.000000,0
1.090596,0
-2.402513,0
1.386544,0
1.624882,0
0.000000,0
-2.084808,0
0.646873,0
-0.515006,0
-0.250543,0
0.255188,0
0.000000,0
-0.236930,1
-1.963560,0
0.903588,0
-0.786852,0
0.000000,0
1.259329,1
0.108373,0
-0.257053,0
-0.914392,0
0.000000,0
0.000000,0
0.000000,1
2.034946,0
0.000000,0
-2.928964,1
-0.365708,0
-0.554402,0
0.000000,1
-1.849632,0
0.593898,0
0.806597,0
1.191549,0
0.000000,1
0.941688,0
0.000000,0
-0.863778,0
-2.484342,1
0.698986,0
-0.639919,1
1.543837,1
0.128041,0
0.000000,0
-2.642447,1
-0.342701,0
-0.430397,0
0.000000,0
0.000000,0
0.636509,1
-0.182452,0
0.000000,0
0.000000,0
-2.054646,0
0.000000,0
-0.685493,0
0.000000,1
-1.291262,1
-1.829690,0
-2.520676,0
0.000000,0
-2.574367,0
1.033192,0
-0.721057,0
-0.857856,0
0.269499,0
-1.327653,0
-1.531515,1
0.000000,1
0.000000,0
-3.365569,1
-0.886525,0
5.056739,0
0.000000,0
-1.098209,0
-0.629685,0
-2.666687,0
-3.832977,0
0.354510,0
-2.179415,0
-0.467342,0
-0.086500,0
0.744507,0
-1.582741,0
0.000000,0
-5.280127,1
-1.229626,0
0.480171,0
0.905169,0
0.070448,0
0.030122,0
1.320992,0
-1.302437,0
0.041990,0
-0.216952,0
0.000000,0
0.377653,0
-0.502720,0
0.638865,0
0.000000,0
-0.084190,1
-1.464715,0
-2.527617,0
-2.138259,0
-0.001872,0
0.870601,0
0.168088,0
0.712976,0
0.000000,0
-4.986955,1
0.399933,0
0.000000,0
-2.428272,0
0.000000,0
1.103947,0
2.702328,1
-0.026952,0
0.000000,0
-1.543756,1
0.000000,0
1.073771,1
-1.000835,1
0.000000,0
0.000000,0
-0.387954,0
-0.884203,0
-1.419606,0
0.000000,0
-2.613846,0
0.000000,0
-2.632992,1
0.083236,1
-5.001291,1
-0.980578,0
0.362775,0
0.000000,0
0.324984,0
0.178051,0
-1.127886,0
-0.283966,0
-0.025650,0
0.021395,0
-0.749961,0
-5.374651,1
0.243865,0
-0.582494,0
0.000000,1
0.000000,1
0.000000,0
-0.731113,0
-0.510400,1
-1.158611,1
0.000000,0
-0.910988,1
-0.172293,0
0.255188,1
1.694644,0
-0.480217,0
0.000000,0
-0.236930,1
1.147287,1
1.116111,0
-1.963560,0
0.321016,0
1.647720,0
-1.594090,0
0.115791,1
-0.914392,0
2.126710,1
0.000000,0
0.000000,0
2.940851,0
-1.570532,0
2.492476,0
0.091120,0
0.000000,0
-0.933138,0
-0.164410,0
0.522277,0
0.000000,0
0.560535,0
0.163079,0
0.000000,1
0.490190,0
-0.852314,1
-0.980400,0
-0.395137,0
0.466516,0
0.000000,0
0.171255,0
0.711385,0
0.000000,0
0.000000,1
-1.487138,1
-1.378737,0
1.235143,0
-4.372009,0
0.000000,0
0.000000,0
-0.179162,0
-0.362370,1
0.995584,0
0.000000,0
-3.123853,0
-1.829690,0
-0.616182,1
-1.434980,0
-0.709202,0
1.670230,0
0.000000,0
0.000000,0
-0.782431,0
0.000000,0
-0.076854,0
-3.696575,0
0.667187,1
-0.188137,0
-0.387290,0
0.000000,0
0.659784,0
1.161302,1
0.852325,0
2.572986,0
-3.060463,1
0.806141,1
0.000000,0
-1.010649,0
0.000000,0
-0.912564,0
-1.582741,0
-5.277871,1
-0.079620,1
0.006795,0
0.000000,1
-7.818249,1
-1.131302,0
-0.248401,0
-2.277093,0
0.000000,0
0.041990,0
0.000000,0
0.000000,0
0.738770,0
2.661500,1
0.443176,1
0.000000,0
-0.502720,0
0.212838,0
-0.641351,1
-5.799410,1
0.638865,0
6.558499,1
-1.255451,0
1.793921,0
-0.772140,0
-0.561908,0
1.479314,0
0.000000,1
-0.306121,0
0.000000,0
-0.544532,0
-0.300113,0
-1.818799,0
-0.033596,0
0.000000,0
2.074036,0
0.000000,0
-2.123243,0
1.663960,0
0.929167,1
-1.543756,1
-0.152415,0
0.000000,1
-0.271501,0
-0.512204,0
-0.323474,0
-1.045640,0
-3.188979,1
-0.429240,1
-1.419606,0
0.000000,1
-2.825555,0
-2.613846,1
0.000000,0
0.000000,0
0.449462,0
0.362775,1
0.000000,0
-4.671799,0
0.000000,1
0.533854,0
-0.140600,0
-5.374651,1
-3.837917,1
0.000000,0
0.000000,1
1.382921,0
0.000000,0
1.386544,0
0.000000,1
0.000000,0
0.462368,0
-0.515006,0
1.178721,0
-1.215919,0
0.000000,0
-0.382760,1
-1.594090,0
-0.238117,0
-0.297169,0
0.075903,0
0.000000,0
-1.690951,0
-0.677449,0
-1.055417,0
1.710808,0
0.197180,1
-1.408554,0
-0.405071,0
-1.334829,1
0.234927,1
-2.928964,1
-0.443082,0
2.342989,1
-0.182151,0
0.357390,0
-0.980400,0
-1.089227,1
0.806597,0
1.191549,0
-5.184101,1
-1.139163,0
0.000000,0
0.737381,0
-0.639919,1
-0.011177,0
-0.735931,1
0.000000,0
-0.990749,1
-3.342557,0
-0.012129,1
0.000000,0
0.000000,1
-4.372009,0
1.384708,0
0.000000,0
0.000000,0
-0.667916,0
-0.179162,0
-0.362370,1
0.995584,0
0.000000,0
4.657973,1
-1.829690,0
0.025022,0
1.670230,0
0.000000,0
0.063497,0
3.304837,0
-0.076854,0
-1.071925,0
-0.693908,1
0.000000,0
-0.387290,0
-0.081330,0
1.420398,0
-1.817953,1
0.000000,1
0.000000,0
0.659784,0
0.000000,0
0.000000,0
0.000000,0
0.000000,1
0.852325,0
1.217645,0
-0.967174,0
0.000000,0
