DeltaSVMScore,PWMFlankingScore,Label
-6.840179,-17214.36235,0
1.399403,-14713.46464,0
-0.193611,-18215.98919,0
-0.929028,-18112.01394,0
-0.864157,-16544.34704,0
-1.026572,-16824.28824,0
0.596108,-15978.00095,1
-1.545941,-16550.02585,1
0,-16084.20613,1
0.089832,-14482.31525,1
0.35512,-15562.89409,0
0.116059,-16403.6073,0
0,-18184.35578,0
0,-16495.45498,0
0.067416,-14727.99081,0
0,-17514.55522,0
1.725996,-16476.25881,0
0.938914,-17819.41891,0
0.771531,-14769.53206,0
0,-16368.67087,1
-0.796875,-15497.6529,0
2.416262,-17013.5189,1
-0.345359,-17564.91167,1
0,-18518.04373,0
0,-16699.44319,0
-1.438504,-13593.01937,1
0,-14852.20068,0
1.038668,-15152.586,0
0.946084,-16762.49069,1
-0.883815,-16882.2918,0
3.390336,-16569.43443,0
0.054741,-16925.22909,0
-1.048357,-16248.54395,0
0,-17818.56438,0
0.489925,-15707.70138,0
0.447216,-16084.85547,0
-0.384128,-17181.29474,0
0,-16168.94109,0
-0.782266,-15285.6078,0
-1.505487,-17350.73972,1
0,-16120.25129,1
1.186106,-14406.42876,0
0,-15333.18167,1
-4.364963,-16467.07617,0
-0.778265,-17872.79835,1
-0.392577,-14516.71957,0
-0.293177,-16620.69297,0
-0.697819,-15343.6225,0
0.414748,-15524.61207,0
-4.646233,-14736.41162,0
-0.334782,-15678.1488,0
-4.778388,-17246.24223,0
0.120525,-14245.3074,0
2.336996,-14769.06508,1
-0.924179,-18110.17984,0
-0.34717,-15976.68639,0
0,-14502.90242,0
0.184,-15701.17041,1
-2.190214,-15900.83615,0
0,-16132.48208,0
0,-16419.44685,0
0,-16706.91507,0
0,-17156.78724,0
-0.498837,-15683.62892,0
0,-14731.52673,1
1.30894,-17584.69252,0
-4.486017,-14598.82627,0
-0.542659,-15086.52667,1
0.821265,-17838.00479,0
-1.821734,-17774.22063,0
-0.031908,-16004.46284,0
-0.14028,-16576.64447,0
-0.79771,-16083.51593,0
1.56508,-16637.67307,0
1.217841,-16133.19516,1
0,-14550.91113,0
0,-16594.10933,1
0.857355,-16769.91711,0
0.267534,-16665.58113,0
-0.216448,-15198.57156,0
-1.300802,-17441.70024,0
-3.963904,-17649.56392,1
0.052486,-17790.53661,1
-2.466352,-16269.96215,1
-0.374303,-15626.76708,0
0,-14249.57929,0
2.158976,-17317.00339,0
-2.716509,-16840.34895,0
-0.486362,-14200.93409,0
1.801429,-16160.73483,0
-1.192614,-17553.48281,0
1.242527,-15829.23822,0
-0.202492,-17570.75357,0
-1.639028,-17047.80197,0
-3.241472,-16157.10028,1
-2.398165,-17616.21843,1
1.018517,-15107.56006,1
-0.749452,-14372.43194,0
0.354581,-15277.75239,1
0,-16276.33441,0
0.035545,-14993.27037,0
0,-18189.18947,0
0,-17943.16594,0
1.182002,-15724.01842,1
0,-18136.27674,0
1.12066,-16973.84204,0
0.540601,-17186.87361,1
-1.205574,-16884.78347,0
2.713212,-15768.15456,0
1.338114,-15557.0727,0
0,-15983.94274,0
-0.006363,-17876.27116,0
-0.32073,-14839.2307,0
-2.128742,-14389.33803,0
0.84321,-16160.93011,0
0,-16213.60355,0
-0.176985,-18429.9189,1
-4.182195,-15447.19064,1
-10.403845,-14879.95853,1
0.791476,-16744.99891,0
-2.670517,-16651.19608,1
-0.785956,-15801.46406,0
-0.653171,-14211.77238,0
0,-14293.12359,0
-0.805479,-15505.09647,0
-0.989547,-16237.74194,0
0,-15143.10976,0
-1.027975,-15127.6081,0
0,-14738.70716,1
-3.241115,-15424.95276,0
-0.114797,-17892.50916,0
-0.376087,-14529.6757,0
-1.060559,-16984.12897,0
0.534152,-15676.7795,0
0,-16728.0303,1
-2.749393,-14515.72731,0
0.58321,-16030.58773,0
-1.164724,-15281.00915,0
-0.251521,-14801.27067,0
-1.302495,-16103.92737,0
-1.85764,-16436.59803,1
0,-16057.29017,1
-0.47484,-16254.56721,0
-3.715836,-16139.76464,0
4.948075,-15236.10602,0
0,-15673.28007,1
1.605629,-15472.28127,0
0,-14723.12494,0
0,-16585.16805,0
0.132942,-15288.13874,0
2.283946,-15846.13011,0
1.25106,-14473.59689,1
-2.385647,-15218.38949,0
-0.13998,-15363.51755,0
0.814308,-15128.64879,0
-1.765728,-15443.827,0
-1.354841,-16898.99363,0
-2.146715,-16266.43626,0
0.06953,-15428.76608,0
1.72988,-14417.67072,0
-0.243661,-15357.01195,0
0.650372,-14803.52388,0
0.016818,-14133.02414,1
-7.444742,-13550.03947,0
0,-15322.483,0
-9.770879,-16187.08326,1
0.427594,-15493.47517,0
0,-14555.92925,1
0,-15750.61792,0
0,-16159.72964,0
0,-14668.91667,0
0,-14255.72365,0
0,-15309.5575,1
-0.603427,-15329.87889,0
0,-16673.82644,0
-0.537403,-15892.70079,0
-0.273966,-15554.63096,0
-0.66129,-17474.60718,0
0.094658,-15397.77503,0
-0.130886,-16947.53392,0
-0.409841,-17509.74526,0
2.767286,-17404.86366,1
-0.875342,-16161.94616,0
0,-17320.28096,1
-2.700727,-17265.33106,0
0,-19091.30315,0
-1.244301,-17161.71389,0
0,-17349.52298,1
-1.867052,-17739.99121,0
-1.156702,-14331.06154,0
-0.543766,-15944.34141,0
0,-15022.53849,0
0,-15419.64318,0
-4.733982,-15262.29792,1
0.324772,-16256.3771,0
-4.512687,-15260.42889,1
-0.2567,-16910.90056,0
1.886816,-14731.06217,0
-0.133692,-17606.92155,1
-1.19553,-15006.93018,0
-5.948131,-15627.80179,1
-3.099115,-17527.40864,0
-0.487959,-16940.13712,0
0,-19223.25779,0
1.498102,-18055.56402,0
-1.026572,-16824.28824,0
1.2321,-16383.67086,0
-3.102211,-15363.38465,0
-0.317849,-17731.76297,0
-0.58178,-15635.73103,1
-0.026536,-17534.57681,1
-0.974108,-16462.09214,1
-3.634389,-14545.28222,1
8.932947,-14580.02108,1
-0.87943,-14545.71646,1
2.174,-15276.89939,1
3.027102,-17610.64942,1
0.093562,-18468.54737,1
5.095293,-16983.93129,1
-1.136789,-16699.85812,1
-0.794536,-15749.69032,1
-0.794536,-15749.69032,1
2.236266,-15524.36227,1
0.289154,-14262.1073,1
-1.111957,-16730.43108,1
-1.111957,-16730.43108,1
-0.090086,-15157.68201,1
-5.122038,-14940.42052,1
2.431483,-15866.2446,1
-1.689221,-16138.86771,1
0.370055,-14260.34586,1
-4.343366,-15582.66354,1
-1.984162,-15353.78335,1
-6.766882,-17126.53367,1
3.046819,-15286.98483,1
2.845393,-16310.85422,1
0.0517,-14857.29647,1
8.856049,-15207.90938,1
0.192674,-17989.85361,1
-17.1439,-16029.51819,1
-0.956177,-15120.14843,1
-0.895758,-17346.33168,1
-2.137907,-17124.17278,1
0.231835,-15370.48606,1
-1.076893,-17477.53765,1
1.835107,-16130.9323,1
0.155089,-15715.64619,1
-0.799238,-15396.66955,1
-0.054924,-15216.14037,1
1.034628,-16008.23444,1
0.286992,-15724.46722,1
-0.07782,-16017.13534,1
-1.900862,-16049.48263,1
-0.388651,-15713.47452,1
-0.488667,-16276.21824,1
0.48964,-15835.59067,1
-0.512277,-14944.90939,1
-0.126971,-17718.26278,1
-2.021932,-17219.37592,1
-1.34025,-17292.0192,1
-0.552047,-16327.69509,1
-0.12569,-16048.40405,1
-0.07843,-16843.83532,1
0.567271,-17159.98422,1
-1.317865,-17171.38239,1
-0.917273,-15889.23779,1
2.19273,-14755.21631,1
5.60941,-14208.64169,1
-0.667386,-14976.22228,1
2.090408,-14860.22963,1
0.177456,-17881.16076,1
3.666676,-14787.7048,1
-12.784187,-16061.97327,1
-12.784187,-16061.97327,1
-1.171499,-16497.41702,1
-0.696477,-15148.87393,1
0.758123,-16008.58084,1
-0.324212,-17261.36972,1
-1.46215,-16862.71362,1
-1.383345,-16381.35164,1
2.637609,-16086.2762,1
-2.179991,-16192.88041,1
-2.179991,-16192.88041,1
-0.622087,-17896.79391,1
0.289803,-16640.25846,1
-0.302667,-15180.42788,1
2.430157,-17853.32215,1
2.430157,-17853.32215,1
2.430157,-17853.32215,1
-2.106463,-15981.91412,1
-0.03146,-15734.19357,1
0.4241,-14751.24153,1
-8.248542,-15394.05989,1
-0.815742,-16103.73372,1
-3.992956,-16098.49305,1
-3.001744,-17109.11061,1
-2.483265,-16408.71204,1
-1.319524,-16320.54809,1
2.976841,-17626.35562,1
0.399437,-14618.56832,1
-1.368587,-15892.90787,1
13.181189,-15856.03321,1
-0.006413,-14034.35825,1
1.403738,-15255.65634,1
-0.493044,-15194.05728,1
2.35107,-15462.73311,1
1.098855,-16373.96245,1
-9.725822,-16010.1143,1
-3.468305,-15922.65676,1
-3.468305,-15922.65676,1
-3.468305,-15922.65676,1
2.153217,-14862.48848,1
2.153217,-14862.48848,1
3.408964,-15305.73945,1
2.20314,-15034.96845,1
-0.78027,-16668.03769,1
-1.289567,-14395.43868,1
1.105411,-15289.09652,1
-2.597972,-15378.87853,1
-10.753927,-15226.49028,1
0.620484,-16542.43607,1
0.579173,-14846.92048,1
-0.438725,-15995.07464,1
10.276397,-16074.73363,1
2.810648,-13882.02232,1
4.349004,-16059.08207,1
-0.010202,-15424.22454,1
-0.831772,-15411.16474,1
-0.669711,-15015.69114,1
-4.525985,-14962.60587,1
-4.525985,-14962.60587,1
-2.38767,-17141.34879,1
-0.494379,-16060.07525,1
0.346513,-13606.05115,1
-0.490922,-15686.83753,1
3.417241,-16203.52337,1
-0.753255,-17530.96175,1
-8.091132,-17111.54129,1
-0.364976,-16684.0976,1
0.692665,-18285.38351,1
0.079356,-19257.3513,1
2.425634,-15893.0458,1
1.109066,-16026.31178,1
-0.280961,-17016.00255,1
0.31858,-15154.03036,0
1.399873,-15469.8326,0
-0.115263,-15933.21981,0
1.137767,-16408.54947,0
-1.38557,-16646.26355,0
1.95394,-15935.0907,0
0.956726,-16327.6669,0
0.67154,-15664.63335,0
1.487504,-16121.81369,0
0.256862,-16906.14152,0
0.72835,-15634.63816,0
-0.595288,-17635.86384,0
-2.564052,-18286.28853,1
0,-15340.88888,0
1.29038,-16916.41552,0
-2.214099,-16714.20884,0
-1.460222,-16535.34052,1
-0.351641,-16627.52633,0
0.217248,-15258.8009,0
2.153727,-15817.79842,0
0.829337,-19560.50682,1
0.60897,-16237.54054,0
0,-15404.47447,0
-0.680385,-16141.0493,0
0.098024,-13705.69932,0
-0.134722,-15257.9543,0
0,-15520.38882,0
-0.010996,-14948.92336,0
0,-16858.02269,0
0.18235,-16639.53168,0
-0.407996,-15859.73679,1
-7.79489,-17095.04513,1
1.269908,-16816.55828,1
-0.329946,-16237.36348,0
0.891237,-15225.03549,0
2.897428,-15839.45649,0
-2.646587,-15303.5745,1
-1.098224,-14902.64203,1
1.359473,-13874.51984,1
-1.25762,-16509.09074,0
0,-15671.18634,0
1.87705,-15465.79435,0
-0.099009,-15513.21339,0
-2.131574,-16961.01799,1
0,-16393.33931,0
0,-15740.09486,0
-0.482674,-15182.00963,0
0.492958,-16206.22672,0
-0.345167,-17720.0229,0
-0.360033,-16855.32126,1
0.204947,-16112.01608,0
-1.301692,-15849.25726,0
-1.297295,-15529.68256,0
1.427069,-16786.73229,0
-0.167172,-17566.50954,0
-0.832885,-17315.92738,0
5.337635,-15835.03276,0
-0.074537,-17130.02362,0
-3.438535,-14310.57614,0
11.84717,-15172.21378,0
0.334794,-14844.15084,0
-0.098716,-15060.49658,0
0,-15720.40097,0
-0.102613,-16206.00852,1
-0.401908,-17665.29402,0
0.156648,-16288.85875,1
0,-15268.1175,1
0.933984,-14187.44901,0
0.805446,-16348.65099,0
0.597484,-17148.3312,0
0,-15109.11052,0
0.325606,-16440.38619,1
-1.950363,-14989.93763,0
0,-15642.03778,1
-0.182832,-15590.46085,0
1.046152,-14471.81224,0
0,-14384.49184,1
0.445547,-15814.61036,0
0,-15741.40571,1
-0.532994,-15636.15227,0
1.55104,-15230.1316,0
1.219506,-16595.62558,0
0,-15255.60668,0
0.041734,-15521.06526,0
-1.580627,-16186.85432,0
0.163063,-15081.60824,0
-5.39172,-15357.2537,1
0.800122,-16160.2507,1
0,-17112.77055,0
0.938689,-14530.15036,0
-0.971722,-17533.43103,0
1.749348,-17528.90672,0
0.018132,-16237.37387,0
-1.275546,-15391.38848,1
0.442891,-17486.51616,1
-1.329095,-17465.04078,0
0.245977,-15674.02954,0
-1.38273,-16193.454,0
0,-15883.07392,0
2.227776,-15193.04266,0
0.467509,-15590.82166,0
0.659286,-15630.08247,0
-0.132592,-14454.92881,1
0,-15360.34455,0
0,-16439.69972,0
1.485622,-14782.27901,0
0,-16007.23902,0
0.194084,-17194.86214,0
-1.937905,-15111.56312,0
0,-15027.22732,0
-0.461849,-15688.16633,0
0,-15239.16676,0
-0.209549,-16535.47754,0
-0.2176,-16660.82734,0
0,-14002.51199,0
0.035481,-15753.64244,0
-0.151719,-16396.04955,1
0,-15835.60937,0
-3.639568,-15207.33251,0
-0.417949,-16531.49931,1
0,-15049.24136,0
-2.852053,-14828.28853,0
0.972892,-15192.58442,0
-1.079149,-16188.98658,0
0,-14989.39752,0
0.119571,-16984.37353,0
0.237129,-15731.49514,1
0.519959,-16600.31216,0
0.818684,-17083.31466,0
1.693001,-16958.97959,0
0.181239,-15720.07445,0
-0.930645,-15075.31247,0
0,-17549.26124,0
-0.588094,-16300.15006,0
0.1834,-17577.50801,0
-0.799151,-14953.31614,0
0.980007,-15082.74345,0
-1.653047,-16480.27004,0
0.231703,-16198.5639,0
-1.130816,-17204.2736,0
1.307633,-15923.11768,0
-1.919587,-15756.9196,0
-1.300172,-14881.98041,0
0,-15665.87342,1
0,-15981.48025,0
0.450463,-15901.55404,0
0,-17835.02219,0
-0.808568,-15521.92198,0
0.594509,-16839.31742,0
-0.115263,-15933.21981,0
2.313555,-14205.95499,0
-0.907957,-16691.24864,0
-1.38557,-16646.26355,0
1.95394,-15935.0907,0
-0.036934,-16499.14473,0
-0.595288,-17635.86384,0
0.342792,-15703.96107,0
-1.230509,-15406.19997,0
0.884557,-16130.38662,0
0,-16749.06079,0
0,-16996.36855,0
0.081097,-15873.66549,0
0,-14719.01774,0
-1.970592,-17089.39596,0
0.78224,-14451.69435,0
-0.087517,-16299.81383,0
0.626093,-15607.64629,0
-3.509477,-16883.56955,0
-0.010996,-14948.92336,0
-1.463967,-16748.75413,0
-0.407996,-15859.73679,0
-7.79489,-17095.04513,1
0,-16419.22101,0
0,-16740.9446,0
0.409706,-15544.88745,0
-1.527677,-17424.22582,0
-1.452759,-14980.04771,0
-0.588638,-16647.18941,0
0,-15734.67607,0
0,-14880.04935,0
1.87705,-15465.79435,0
-0.16341,-15564.8113,0
0,-17150.22872,1
0.228569,-15401.46996,1
1.355686,-17108.47431,0
0,-16393.33931,0
-2.400651,-16728.51765,0
0,-14715.96435,1
-1.099063,-16124.237,0
0.46552,-15604.45955,0
-0.89526,-17348.53402,0
0,-15896.01204,0
0.145443,-17300.70477,0
0,-17873.12484,0
0.492958,-16206.22672,0
0.102564,-15114.61807,0
0,-16995.40776,0
-0.085419,-19341.4503,1
-0.345167,-17720.0229,0
-0.360033,-16855.32126,0
0.492228,-16306.05059,0
1.096302,-15024.74737,0
0.2555,-15392.98019,0
0,-17796.97606,0
11.84717,-15172.21378,1
0.25206,-15490.84939,0
-0.291051,-16631.43823,0
2.067278,-17674.01276,0
-15.250549,-15129.9408,0
-0.829708,-17569.7927,0
0.933984,-14187.44901,0
0.805446,-16348.65099,0
-0.249014,-15381.12189,0
3.249367,-15132.40658,0
3.709062,-16243.6116,0
0.688483,-14060.83108,0
-2.545914,-15224.21847,1
0.231541,-14861.63934,0
0.062944,-15537.88269,0
-2.760711,-14741.56271,0
-0.545926,-13623.06707,1
-3.379543,-16666.91129,0
1.018078,-15687.56483,0
-0.344355,-13741.47548,0
-0.108013,-17793.82341,0
0,-16160.856,1
-5.211198,-17501.74066,0
0,-16305.17869,1
0.468638,-17680.40611,0
0,-18139.40071,0
-0.971722,-17533.43103,0
0.018132,-16237.37387,0
0,-16958.41443,0
1.588931,-17563.39778,0
0,-16298.45261,0
0.035099,-18285.95596,1
2.31048,-17393.24809,0
-0.233427,-16112.09976,0
-1.329095,-17465.04078,0
0.530785,-17376.31908,0
0,-15038.10401,0
1.711097,-15126.6779,0
-1.978389,-14964.60492,0
-0.671607,-16165.69734,0
0.659286,-15630.08247,0
-13.518049,-16184.05107,1
-0.031895,-15176.84274,0
1.045426,-16619.72481,0
1.306604,-16338.67207,0
-0.447222,-15589.6575,0
-0.64612,-15830.67501,0
-1.513196,-15896.10332,1
0.194084,-17194.86214,0
-1.034546,-16159.30723,0
0.239022,-14892.87719,0
-1.738465,-15678.11933,0
0,-16802.80827,0
0,-15027.22732,0
-0.461849,-15688.16633,0
0.043103,-15700.90066,0
0,-15698.7316,0
-15.99974,-17522.85271,1
-3.194399,-15185.91055,1
0,-17262.10992,0
-0.150617,-15605.98664,0
-0.588094,-16300.15006,0
0,-15310.11483,0
-0.563012,-14120.27768,0
0.551834,-16067.11524,0
-1.653047,-16480.27004,0
0.231703,-16198.5639,0
0.206412,-19268.12467,1
-0.347631,-19193.17453,1
0,-15665.87342,0
1.182173,-15274.15356,0
-1.926673,-15680.25946,0
0,-15588.84523,1
1.399873,-15469.8326,0
-0.115263,-15933.21981,0
-0.443263,-14543.30373,0
-1.356147,-17328.90609,0
-1.38557,-16646.26355,0
-0.908451,-16970.99954,1
0.72835,-15634.63816,0
-0.595288,-17635.86384,1
0.342792,-15703.96107,0
0,-15412.14991,0
0.568576,-15502.51311,0
-2.564052,-18286.28853,1
-1.230509,-15406.19997,1
0.259149,-16630.45612,0
-0.730768,-18158.2432,0
0,-16749.06079,1
0.869196,-15936.08684,0
-0.986694,-17525.91172,0
-1.460222,-16535.34052,1
-0.351641,-16627.52633,0
-1.585949,-16707.59069,1
0.217248,-15258.8009,0
0.019632,-16619.19185,0
-1.428892,-14838.74384,0
-4.230946,-15872.85811,0
0.60897,-16237.54054,0
0,-15404.47447,0
0.626093,-15607.64629,0
-0.995063,-15234.44607,0
-3.509477,-16883.56955,0
1.269908,-16816.55828,1
-0.329946,-16237.36348,0
0,-15182.4563,1
1.359473,-13874.51984,1
0,-16217.88137,0
0.021398,-16744.06053,0
-1.452759,-14980.04771,0
-1.25762,-16509.09074,0
0,-15734.67607,0
0,-14494.75217,1
0,-16409.87613,1
-0.16341,-15564.8113,0
-0.099009,-15513.21339,0
0,-17150.22872,1
-0.374941,-15937.85017,0
0.214872,-15862.46244,1
-0.530202,-18162.25967,0
1.09669,-18178.09394,0
-1.099063,-16124.237,0
0.46552,-15604.45955,0
-1.181511,-15806.35227,0
0,-15896.01204,1
0.145443,-17300.70477,0
0,-17873.12484,0
-0.482674,-15182.00963,0
-0.620244,-17098.98849,1
0,-16995.40776,0
1.096302,-15024.74737,0
-2.667541,-16783.23401,0
-0.832885,-17315.92738,0
0.2555,-15392.98019,0
0,-17796.97606,0
1.530325,-18436.68519,0
-3.438535,-14310.57614,0
0.25206,-15490.84939,0
0.319214,-17666.22936,0
-0.420313,-16307.28832,0
3.990924,-14937.38245,0
-0.401908,-17665.29402,1
-0.914382,-15212.88315,0
0.597484,-17148.3312,0
3.249367,-15132.40658,0
2.6789,-15715.89041,0
3.709062,-16243.6116,0
-2.665782,-16663.47419,0
0.688483,-14060.83108,0
-1.397191,-15270.35695,0
0,-15642.03778,0
2.445476,-14857.52592,0
-0.609251,-14369.30502,0
0.062944,-15537.88269,0
0,-15247.19711,0
-3.379543,-16666.91129,0
0.445547,-15814.61036,0
0.183586,-17525.9992,0
-0.108013,-17793.82341,0
-1.457979,-15447.18879,0
0,-16426.87928,1
0.645238,-17806.30568,0
-1.474591,-16252.65838,1
0.263547,-17073.44606,0
0,-17419.85256,1
2.963839,-15796.68685,0
-5.39172,-15357.2537,1
-0.465307,-19005.46747,0
-1.275546,-15391.38848,1
-0.592264,-16689.77734,0
0.718201,-18434.42543,0
-1.329095,-17465.04078,0
1.291744,-15810.47013,0
-3.824307,-15937.74008,0
0.687457,-15767.88113,0
0,-14303.36875,0
0,-15883.07392,0
2.227776,-15193.04266,0
0.467509,-15590.82166,0
-0.671607,-16165.69734,0
0.659286,-15630.08247,0
-0.031895,-15176.84274,0
2.178243,-16972.86019,0
-0.162188,-15188.10714,0
1.485622,-14782.27901,0
0,-16007.23902,0
0.194084,-17194.86214,0
-1.034546,-16159.30723,0
0.239022,-14892.87719,0
-3.133469,-15679.79483,1
0,-14335.58594,0
0,-16802.80827,0
0,-14375.16823,0
0,-14758.92236,0
0.934281,-14990.04513,0
0.719485,-15985.39896,0
-1.937905,-15111.56312,1
0,-15027.22732,0
0,-17811.22878,0
-0.461849,-15688.16633,0
-0.027794,-16093.0011,0
-1.147902,-14952.45464,0
1.847743,-15031.01888,1
0.043103,-15700.90066,0
1.048526,-14404.43785,0
-0.209549,-16535.47754,0
0,-15698.7316,0
-0.146688,-15950.43785,0
0,-13767.26101,0
-0.417949,-16531.49931,0
0.595436,-16235.37479,1
0,-15049.24136,1
-1.079149,-16188.98658,0
0.519959,-16600.31216,0
0,-16007.72495,0
1.144297,-15199.5978,0
0.181239,-15720.07445,0
-0.150617,-15605.98664,0
-0.588094,-16300.15006,0
-0.799151,-14953.31614,0
0.980007,-15082.74345,0
0.56139,-16127.32978,0
0.344218,-14926.61154,0
0.068448,-16387.45507,1
-1.58253,-15289.28028,1
-0.810116,-17078.65614,0
-1.653047,-16480.27004,0
0.231703,-16198.5639,0
1.307633,-15923.11768,0
0.294384,-15867.66062,0
-1.300172,-14881.98041,0
-0.708931,-16968.00478,0
0.231508,-15670.15934,1
0.288652,-15487.95927,1
0,-15588.84523,0
-7.337835,-15458.41584,0
1.82534,-15818.12186,1
0,-16445.53955,0
-0.907957,-16691.24864,0
1.615189,-18015.13204,0
0.67154,-15664.63335,0
2.416723,-17909.5278,0
-1.102667,-16086.71896,0
-0.492952,-17277.68413,0
0.259149,-16630.45612,0
-0.730768,-18158.2432,0
2.635141,-16866.05804,1
0.081097,-15873.66549,0
0.974682,-16625.39296,0
-1.14112,-16687.13054,1
-0.087517,-16299.81383,1
0.075479,-16979.94804,0
0,-15306.64493,0
2.320282,-16235.61765,0
0,-17015.56748,1
0,-15404.47447,0
0,-16002.87319,0
-1.149151,-15307.04163,0
0.525819,-14884.64285,1
-5.672195,-16030.37702,1
0,-15554.95676,0
-1.677922,-16967.81555,1
0.18235,-16639.53168,0
0,-15788.71023,0
-1.527677,-17424.22582,0
0.91067,-15869.91188,0
0,-14494.75217,0
1.048315,-15802.74754,0
-0.377021,-15172.96791,0
0,-16191.3457,1
0,-16393.33931,0
0,-17687.91149,0
0,-15520.30777,1
0.294659,-16272.79225,0
0,-17669.50718,0
0,-17699.4855,1
0,-17744.38697,1
1.21749,-17481.63436,1
0,-16447.46646,0
0,-16995.40776,0
2.624922,-17589.72789,1
-1.044973,-17624.12128,1
0,-16103.65395,0
-1.297295,-15529.68256,0
-1.384254,-15211.13803,0
-1.989121,-16645.48681,0
-0.074537,-17130.02362,0
0,-15255.55326,1
-0.765345,-15516.29986,0
0.537915,-15594.73298,0
-0.227984,-15533.38388,0
-0.291051,-16631.43823,0
1.085657,-16182.81954,0
0.811751,-15575.9137,0
-0.607144,-12789.07875,0
0,-13693.79457,0
-0.709162,-15890.05839,0
-0.033902,-17398.70132,0
0.256073,-16554.22704,0
-0.663247,-16354.09076,0
0.933984,-14187.44901,0
0.805446,-16348.65099,1
0,-14899.05602,0
0.597484,-17148.3312,0
-0.98161,-15277.12486,1
0,-16362.09452,0
0.688483,-14060.83108,0
-0.068489,-14859.71939,0
-9.083734,-15725.93478,1
0,-16141.12829,0
0.630586,-16471.35448,0
-1.950363,-14989.93763,0
1.731779,-16011.96103,0
-0.587917,-16893.8909,0
1.147954,-14674.05212,0
-0.486666,-16766.08579,0
-10.543994,-16036.15671,1
-0.902924,-14869.35996,0
-1.53987,-15520.98797,1
1.382,-15542.92437,0
1.554955,-16414.17668,1
1.060763,-17699.388,0
-4.125173,-17162.12937,1
0.183586,-17525.9992,0
-0.026931,-15364.56398,0
0.263547,-17073.44606,0
0.709407,-17313.03127,0
0.165402,-16130.79283,0
2.177028,-17267.89346,1
0,-16958.41443,0
-0.592264,-16689.77734,0
0,-18173.99815,0
2.31048,-17393.24809,1
0.293551,-16229.53255,0
0,-14303.36875,0
2.037045,-14305.01593,0
0,-15502.54215,0
-1.978389,-14964.60492,0
-0.497591,-16119.21543,0
0,-16037.47142,0
-3.636021,-16205.4548,0
-0.056787,-15795.42733,0
-1.122563,-16580.51975,0
0,-15302.53577,0
-0.64612,-15830.67501,0
-1.513196,-15896.10332,1
0.210535,-17566.77823,1
0.083083,-14860.64273,0
0.949606,-14901.55349,0
0,-16007.23902,1
-0.903962,-16017.64448,1
0,-14860.07542,0
0,-14936.1504,0
0,-16405.00562,0
-1.327848,-14175.84975,0
0,-15117.69758,0
0,-14375.16823,0
0,-15027.22732,0
0.560457,-16014.94245,0
-0.521025,-16187.52534,0
-2.936474,-14786.72372,0
0.517929,-13844.14971,0
1.327358,-17314.19905,1
-0.076315,-15869.83406,0
-0.304465,-14440.01032,0
1.048526,-14404.43785,0
-0.011113,-15705.51278,0
-5.303776,-14948.14952,1
-0.238816,-14484.3285,0
0,-15515.23006,0
-0.190602,-15421.99498,0
0,-13767.26101,1
-1.491503,-16041.81053,0
-2.852053,-14828.28853,0
-1.803706,-16564.86093,0
0.095603,-14283.98498,0
-0.698054,-14511.95091,0
0,-14957.86035,0
-0.736513,-17219.23437,0
-0.430076,-16592.29692,1
0.17231,-17461.35522,0
0.818684,-17083.31466,0
-7.064414,-14976.49521,1
0.276112,-15420.91766,0
-3.194399,-15185.91055,1
-4.58236,-16360.29122,0
-0.150617,-15605.98664,0
-0.588094,-16300.15006,0
0,-15680.29138,0
0.56139,-16127.32978,0
0.335079,-15280.61627,0
1.172802,-15147.41674,0
1.020196,-15457.50502,0
-1.28629,-14825.02336,0
-0.323236,-15390.13352,0
0.344218,-14926.61154,0
0.078682,-17165.35603,0
0.231703,-16198.5639,0
0.294384,-15867.66062,0
-1.300172,-14881.98041,0
0.950139,-16181.54245,0
0,-15588.84523,0
1.82534,-15818.12186,0
0,-16169.66657,0
1.615189,-18015.13204,0
-1.434852,-16541.15838,0
1.137767,-16408.54947,0
0.233981,-18525.54315,0
2.416723,-17909.5278,0
3.560122,-16107.10705,0
0,-17344.12566,0
-1.177666,-17154.04588,0
-0.730768,-18158.2432,0
0,-15851.33192,0
2.635141,-16866.05804,1
0,-16996.36855,0
0.081097,-15873.66549,0
1.222885,-16687.80169,0
0.974682,-16625.39296,0
-1.14112,-16687.13054,1
0,-16028.23863,0
-0.222992,-17678.76845,0
1.505342,-15880.45617,0
-1.970592,-17089.39596,0
0.356119,-16546.61986,0
-3.15486,-15574.74673,0
-0.682411,-14982.69713,0
-2.787782,-14619.59497,1
-0.251014,-17264.60986,0
0.829337,-19560.50682,0
0.492857,-17187.98772,0
0.626093,-15607.64629,1
-1.149151,-15307.04163,0
-1.05947,-16669.25316,0
0.525819,-14884.64285,1
-0.010996,-14948.92336,0
0,-15554.95676,0
-1.677922,-16967.81555,1
0,-16419.22101,0
0,-15182.4563,0
1.359473,-13874.51984,1
0,-15734.67607,0
0,-14880.04935,0
0,-16640.31328,1
-1.191301,-14769.30263,0
0,-16204.56997,0
-1.811217,-15242.1397,1
1.048315,-15802.74754,0
-0.45038,-15785.90771,0
0,-16393.33931,0
-0.674762,-18829.78823,1
0,-15520.30777,0
0.294659,-16272.79225,0
0,-17669.50718,0
0,-17744.38697,1
0.794805,-16297.84767,0
-0.508072,-15709.52897,0
0,-17061.73578,1
0,-17193.3737,1
2.276244,-17778.23758,0
-0.360033,-16855.32126,0
